content,timestamp,district,category,sentiment,likes,reposts
"半夜打麻将太吵了,影响休息。",2023-10-27 23:40:37,玄武区,社会动态,负面,2,2
"社区读书会挺有意思的,学到不少。",2023-08-17 19:25:13,秦淮区,社会动态,正面,4,4
"闹市区的机动车噪音污染严重,影响睡眠。",2023-06-02 23:20:52,秦淮区,社会动态,负面,4,4
"路边的共享单车老是找不到。",2023-04-10 12:30:29,鼓楼区,城市交通,负面,4,4
"参加了长江生态保护志愿活动,很有意义。",2023-08-19 10:55:26,栖霞区,自然环境,正面,16,8
"新建的体育中心很气派,增添了城市活力。",2023-04-14 14:55:28,江宁区,建成环境,正面,5,5
"今天帮助了一位老奶奶,感觉很好。",2023-11-23 09:40:31,鼓楼区,社会动态,正面,4,4
"今天遇到很多人微笑,感觉不错。",2023-05-07 15:25:36,鼓楼区,社会动态,正面,7,7
"社区义诊很方便,省去了不少麻烦。",2023-07-14 10:35:19,江宁区,社会动态,正面,5,1
"参加了城市定向赛,重新认识了这座城市。",2023-06-27 09:45:19,建邺区,社会动态,正面,1,1
"小区的路灯坏了好几天了,晚上回家很不方便。物业效率该提高了。",2023-05-28 20:30:49,秦淮区,社会动态,负面,6,4
"下水道堵塞没人管,很困扰。",2023-06-30 16:15:28,建邺区,社会动态,负面,48,7
"社区举办的分散式养老服务很贴心，老年人受益良多。",2023-08-20 14:15:39,雨花台区,社会动态,正面,2,2
"上了个网课,学到不少东西。",2023-08-14 15:50:13,玄武区,社会动态,正面,5,5
"参加了运河文化节,感受到了古运河的魅力。",2023-05-25 13:50:47,栖霞区,文化遗产,正面,6,6
"地铁站周边的共享单车乱停乱放，影响市容。",2023-03-11 11:20:42,建邺区,城市交通,负面,18,4
"新修的古街很有韵味,保留了不少老建筑。",2023-09-30 12:20:38,秦淮区,文化遗产,正面,13,1
"梅花山的梅花开了，空气中都是淡淡的香味，太美了！",2023-02-18 14:15:27,栖霞区,自然环境,正面,13,8
"今天去图书馆看书,环境真好。多看看书,给自己充电。",2023-05-13 13:15:22,鼓楼区,社会动态,正面,11,11
"闹市区的商业噪音污染严重,影响居民生活。",2023-11-26 21:30:52,玄武区,社会动态,负面,54,26
"老门东的特色小吃节真是勾人馋虫，南京美食名不虚传。",2023-03-30 12:10:37,秦淮区,文化遗产,正面,1,1
"社区举办的厨艺比赛很有意思,认识了不少邻居,氛围不错。",2023-05-26 14:30:47,雨花台区,社会动态,正面,5,5
"公共自行车ofta缺少维护,很多车都是坏的。",2023-07-14 16:40:23,江宁区,城市交通,负面,2,2
"参加了戏曲进校园活动，传统文化需要传承。",2023-11-09 10:40:32,秦淮区,文化遗产,正面,51,6
"滨江大道的自行车道设计很人性化，骑行舒适。",2023-11-20 07:10:37,建邺区,建成环境,正面,7,6
"新开的科技馆很受孩子欢迎，寓教于乐。",2023-07-05 14:45:19,建邺区,社会动态,正面,3,3
"今年的梅花节办得不错,吸引了很多游客。",2023-02-15 10:40:58,栖霞区,文化遗产,正面,4,4
"小区的充电桩太少，根本不够用。",2023-06-12 22:55:29,雨花台区,建成环境,负面,2,2
"路边的共享单车又堵住人行道了,太影响行人了。",2023-03-30 08:30:41,鼓楼区,城市交通,负面,1,1
"今年的灯会办得很有创意,传统与现代结合得不错。",2023-02-26 20:50:19,秦淮区,文化遗产,正面,38,7
"新开的美术馆建筑很有特色,成为了城市新地标。",2023-09-14 16:20:51,建邺区,建成环境,正面,7,7
"有人主动让座,真是暖心。",2023-08-11 18:30:46,建邺区,社会动态,正面,17,6
"小区健身器材终于修好了,不错。",2023-08-05 07:25:49,雨花台区,社会动态,正面,2,2
"十字路口的交通设计不合理，经常发生拥堵。",2023-07-09 09:20:51,玄武区,城市交通,负面,10,4
"外卖又凉了,这服务质量真是越来越差。",2023-11-08 19:55:28,江宁区,社会动态,负面,2,2
"早高峰地铁限流严重，希望增加车次。",2023-07-31 08:15:27,鼓楼区,城市交通,负面,3,2
"今天去超市买菜,发现物价又涨了。生活成本越来越高了。",2023-10-17 11:25:38,江宁区,经济因素,负面,2,2
"新小区的物业费用过高，性价比低。",2023-06-14 19:25:29,江宁区,经济因素,负面,26,9
"城市定向赛活动很有趣，让我重新认识了这座城市。",2023-09-09 15:10:44,鼓楼区,社会动态,正面,8,3
"新开的体育中心设施真齐全，希望能多举办一些赛事。",2023-05-20 09:20:18,建邺区,社会动态,正面,4,4
"菜价便宜了一些,还不错。",2023-04-03 11:20:33,江宁区,经济因素,正面,16,4
"小区的电梯经常出故障,很困扰。",2023-08-18 09:25:17,秦淮区,建成环境,负面,11,6
"新建的滨江公园很漂亮,绿化做得不错。",2023-08-19 17:10:57,建邺区,建成环境,正面,8,8
"楼下装修噪音太大,严重影响生活质量。物业能不能管管?",2023-09-18 10:20:36,秦淮区,社会动态,负面,3,3
"秦淮河畔的夜市小吃真是琳琅满目，吃货天堂啊！",2023-04-18 20:15:27,秦淮区,文化遗产,正面,5,5
"主城区的停车费太贵了,去商场购物很不划算。",2023-10-19 11:10:32,鼓楼区,经济因素,负面,1,1
"新开的博物馆展览很精彩。",2023-10-29 14:20:36,秦淮区,文化遗产,正面,12,8
"人行道上的共享单车乱停乱放，通行受阻。",2023-10-31 09:05:36,秦淮区,城市交通,负面,1,1
"今天天气真好,跑步特别爽!",2023-04-05 07:15:42,玄武区,自然环境,正面,9,6
"滨江风光带的夜景太美了，漫步其中很是惬意。",2023-08-13 20:05:47,鼓楼区,建成环境,正面,9,9
"古老的城墙见证了多少历史沧桑，漫步其上，感慨万千。",2023-04-22 16:50:24,玄武区,文化遗产,正面,57,4
"紫金山的森林步道修缮后,适合周末健行了。",2023-03-25 08:45:37,玄武区,自然环境,正面,8,7
"闹市区的车流量太大,空气质量堪忧。",2023-06-24 16:40:46,鼓楼区,自然环境,负面,4,1
"今天的PM2.5指数有点高，希望大家出门戴口罩。#空气质量",2023-12-07 08:55:42,浦口区,自然环境,负面,12,12
"地铁换乘通道太长，老年人很不方便。",2023-09-26 07:25:37,鼓楼区,城市交通,负面,20,5
"新建的市民广场很漂亮，成为了打卡拍照的网红地。",2023-06-10 11:15:14,江宁区,建成环境,正面,7,4
"今天去了新开的图书馆，环境真好，学习氛围浓厚，喜欢！",2023-05-19 14:22:47,江宁区,社会动态,正面,33,33
"新开的特色小吃街很有特色,吸引了不少游客。",2023-04-07 12:05:37,秦淮区,文化遗产,正面,5,5
"闹市区餐饮店油烟扰民，空气质量堪忧。",2023-03-22 13:35:22,玄武区,自然环境,负面,4,4
"地铁站的自动售票机总是出故障，排队买票太慢了。",2023-05-03 07:40:58,鼓楼区,城市交通,负面,19,19
"今天去菜市场买菜,价格比超市便宜不少。多比较一下还是能省钱的。",2023-09-23 10:55:43,建邺区,经济因素,正面,8,8
"今天去公园跑步,空气质量不错。要坚持锻炼,保持健康。",2023-04-14 07:35:43,玄武区,自然环境,正面,38,3
"电动车逆行现象越来越多,太危险了。大家都要遵守交规啊。",2023-11-01 09:15:37,鼓楼区,城市交通,负面,7,7
"新开的科技馆真不错，互动展项很吸引人，孩子们玩得不亦乐乎。",2023-07-22 14:20:36,建邺区,社会动态,正面,1,1
"南京的甜酒酿真是一绝，浓郁香甜，回味无穷！",2023-09-05 13:25:41,秦淮区,文化遗产,正面,2,2
"今天公交车上遇到有人让座,暖心。这种文明行为要多一些。",2023-08-11 18:30:46,建邺区,社会动态,正面,45,26
"电动车乱窜太危险了。",2023-11-03 07:50:29,秦淮区,城市交通,负面,20,6
"城市阅读节的活动很丰富,提升了文化氛围。",2023-10-09 15:30:13,鼓楼区,文化遗产,正面,13,7
"今天去参加了社区举办的邻里节，认识了不少新朋友，感觉很温暖。",2023-10-15 20:05:36,雨花台区,社会动态,正面,60,54
"今天参加了社区义诊,很方便。这种便民服务真不错。",2023-02-14 09:50:18,栖霞区,社会动态,正面,6,1
"参加了非物质文化遗产展,了解了很多传统文化。",2023-03-22 14:15:48,秦淮区,文化遗产,正面,1,1
"城市快速路的交通标识不清晰,容易走错。",2023-05-19 07:30:43,建邺区,城市交通,负面,3,3
"紫金山天文台对公众开放，激发了不少天文爱好。",2023-06-23 14:50:19,玄武区,社会动态,正面,18,1
"城市书巢计划真不错，让阅读无处不在。",2023-05-04 15:55:46,鼓楼区,文化遗产,正面,2,2
"参加了社区的插花课程,学到不少。",2023-11-14 14:10:57,雨花台区,社会动态,正面,8,7
"今天去了新开的科技馆，互动展项很有意思，学到了不少知识。",2023-07-29 14:35:40,建邺区,社会动态,正面,39,4
"最近汽油价格又涨了,开车成本越来越高。出行压力真大。",2023-10-23 16:50:36,鼓楼区,经济因素,负面,1,1
"十字路口的红绿灯设置不合理，经常造成拥堵。",2023-05-17 07:05:23,建邺区,城市交通,负面,2,1
"今天去了牛首山文化旅游区，风景秀丽，文化底蕴深厚。",2023-10-07 13:55:19,江宁区,文化遗产,正面,7,7
"地铁2号线早高峰太挤了，希望能多开几趟车。#上班困难",2023-11-20 08:10:56,鼓楼区,城市交通,负面,34,34
"樱花开了,真漂亮啊!",2023-03-28 18:20:41,玄武区,自然环境,正面,20,8
"地铁里有人放音乐,影响他人。",2023-07-09 18:30:41,鼓楼区,社会动态,负面,1,1
"主城区的车位实在太少了,停车成了大问题。",2023-11-07 19:20:36,玄武区,城市交通,负面,5,2
"老城南的街巷修缮后,古韵十足。",2023-04-30 14:20:37,秦淮区,建成环境,正面,4,4
"参加了社区举办的邻里节,增进了邻里感情。",2023-07-03 15:30:47,雨花台区,社会动态,正面,3,3
"参加了非遗文化节,传统手工艺真是博大精深。",2023-05-01 13:45:37,秦淮区,文化遗产,正面,1,1
"主干道上的道路施工没有夜间作业，白天严重堵车。",2023-04-03 07:20:18,玄武区,城市交通,负面,8,3
"江北新区的房价涨得太快了,普通人买不起。",2023-04-22 15:50:18,浦口区,经济因素,负面,11,11
"参加了古城墙上的灯光秀,很有创意。",2023-08-07 20:15:19,玄武区,文化遗产,正面,43,8
"参加了运河文化节,了解了很多运河历史。",2023-09-11 15:55:28,栖霞区,文化遗产,正面,1,1
"新开的天文馆很棒，带孩子去长见识了，科普做得很好。",2023-09-09 13:25:17,江宁区,社会动态,正面,13,3
"新建的湿地公园生态环境很好，周末好去处。",2023-05-09 11:15:27,江宁区,自然环境,正面,5,3
"小区周边的商业配套不足,生活很不方便。",2023-06-05 09:45:26,江宁区,建成环境,负面,7,7
"河西的灯光秀真是美轮美奂，夜景太迷人了。",2023-03-14 19:25:51,建邺区,建成环境,正面,7,6
"烈士陵园庄严肃穆，缅怀先烈，感受历史的厚重。应该多来瞻仰。",2023-09-30 11:05:18,雨花台区,文化遗产,正面,5,4
"今天的雾霾略微严重，希望环保部门继续加大治理力度。",2023-01-08 09:15:27,浦口区,自然环境,负面,1,1
"闹市区的店铺招牌不统一，严重影响市容市貌。",2023-05-07 10:00:24,玄武区,建成环境,负面,2,2
"新开的科技园引进了不少高新企业,很有前景。",2023-07-08 10:30:26,浦口区,经济因素,正面,8,8
"老城区的文创园区很有特色，年轻人都爱去。",2023-07-21 13:35:26,秦淮区,文化遗产,正面,6,6
"城市mini书吧遍地开花，让阅读无处不在。",2023-10-09 16:20:47,鼓楼区,文化遗产,正面,2,2
"新开的地铁站真方便，上班时间缩短了不少。",2023-08-14 08:40:17,江宁区,城市交通,正面,7,5
"小区的物业费又涨了,但设施维护还是跟不上。",2023-09-08 16:20:43,雨花台区,经济因素,负面,16,5
"金陵图书馆的24小时自助区很便民，夜猫子福音。",2023-04-16 23:45:58,建邺区,社会动态,正面,9,9
"新开的特色小吃街很有吸引力，成为网红打卡地。",2023-04-20 13:20:38,玄武区,文化遗产,正面,15,7
"小区周边的夜宵摊太吵，严重影响休息。",2023-09-04 23:40:41,秦淮区,社会动态,负面,15,15
"新规划的自行车道设计不合理,骑行很不方便。",2023-06-30 17:25:47,鼓楼区,城市交通,负面,11,1
"地铁站周边的共享单车管理太差,经常找不到车。",2023-03-27 08:30:24,玄武区,城市交通,负面,4,4
"小区的物业服务质量下降,但费用却在上涨。",2023-11-13 09:50:41,秦淮区,社会动态,负面,8,4
"路边摊占道经营现象屡禁不止，影响市容。",2023-03-27 19:50:38,秦淮区,社会动态,负面,2,2
"小区周边的施工噪音严重,影响日常生活。",2023-08-11 14:25:13,江宁区,社会动态,负面,5,5
"公共自行车点位分布不合理,找车很不方便。",2023-03-30 07:35:24,玄武区,城市交通,负面,3,3
"参加了今天的创新创业大赛，年轻人的想法真是令人耳目一新。",2023-08-26 14:30:47,江宁区,经济因素,正面,1,1
"小区里养狗不牵绳的越来越多,太危险了。物业能不能管一管?",2023-04-17 08:10:43,雨花台区,社会动态,负面,1,1
"小区新开的便利店挺方便的。",2023-04-20 21:10:52,雨花台区,经济因素,正面,5,5
"地铁3号线开通了新站，上班更方便了，赞一个！",2023-09-28 08:45:19,栖霞区,城市交通,正面,5,5
"半夜装修真的很影响休息。",2023-10-09 23:40:58,玄武区,社会动态,负面,4,3
"今天去超市买菜,发现有些蔬菜便宜了。希望物价能稳定下来。",2023-04-03 11:20:33,江宁区,经济因素,中性,11,5
"最近PM2.5指数居高不下,空气质量堪忧。",2023-04-08 10:20:42,玄武区,自然环境,负面,4,4
"今天的霾也太严重了，希望环保部门能加大治理力度。",2023-01-15 10:20:33,浦口区,自然环境,负面,11,11
"公司团建还蛮好玩的。",2023-08-25 20:15:43,玄武区,社会动态,正面,4,2
"刚听了场音乐会,感觉挺不错的。",2023-08-09 22:25:47,建邺区,文化遗产,正面,3,3
"地铁2号线早高峰太挤了,希望增加班次。",2023-06-12 08:15:13,鼓楼区,城市交通,负面,2,2
"小区附近的垃圾中转站异味严重,影响生活质量。",2023-04-30 17:50:53,江宁区,社会动态,负面,7,7
"小区里遛狗不牵绳的越来越多，存在安全隐患。",2023-10-30 08:55:28,雨花台区,社会动态,负面,3,3
"路边新开了家面馆,味道不错。要多支持街坊邻里的小店。",2023-07-20 13:45:57,鼓楼区,经济因素,正面,1,1
"地铁站的自动扶梯经常坏,上下班高峰期很不方便。",2023-05-11 08:35:41,鼓楼区,建成环境,负面,7,5
"农产品直销活动很不错，既新鲜又便宜。支持本地农业发展，一举多得！",2023-08-07 09:50:33,溧水区,经济因素,正面,3,3
"小区里宠物粪便问题严重，环境卫生堪忧。",2023-11-05 10:20:19,江宁区,社会动态,负面,1,1
"今天参加了一个线上课程,学到了不少东西。要多充实自己。",2023-08-14 15:50:13,玄武区,社会动态,正面,8,8
"长江大桥的日出真美，清晨的阳光洒在江面上，美极了！",2023-09-22 06:50:13,鼓楼区,自然环境,正面,6,5
"夜幕下的秦淮河畔灯火璀璨，古桥倒影如梦如幻。",2023-05-22 20:14:37,秦淮区,文化遗产,正面,5,4
"今天参加了运河边的龙舟赛，热闹非凡，传统文化还是很有魅力的。",2023-06-22 15:35:52,栖霞区,文化遗产,正面,6,6
"今天在地铁上有人让座,很暖心。这种文明行为要提倡。",2023-10-05 18:05:22,建邺区,社会动态,正面,5,5
"楼上的邻居半夜还在装修,严重影响睡眠。物业能不能管一管?",2023-10-09 23:40:58,玄武区,社会动态,负面,8,5
"明故宫遗址公园真是个学习历史的好地方，带孩子来长见识了。",2023-06-20 15:55:29,秦淮区,文化遗产,正面,1,1
"参加了社区志愿者活动,感觉很好。",2023-11-06 15:05:27,玄武区,社会动态,正面,3,3
"小区的花开了,环境变美了。",2023-03-18 16:55:19,玄武区,自然环境,正面,2,2
"小区里的充电桩太少了,电动车主很不方便。",2023-09-10 21:25:13,雨花台区,建成环境,负面,27,7
"参加了城市马拉松,感受到了城市的活力。",2023-04-23 10:15:46,鼓楼区,社会动态,正面,5,5
"新建的体育中心很棒，举办大型赛事的好场所。",2023-06-19 10:00:21,建邺区,建成环境,正面,8,8
"新开的特色小镇很有吸引力,周末可以去逛逛。",2023-10-15 15:25:58,六合区,建成环境,正面,4,4
"今天去图书馆学习,环境真好。这种公共资源要好好利用。",2023-05-19 13:25:52,玄武区,社会动态,正面,28,2
"地铁票价调整后,通勤成本增加不少。",2023-10-12 18:25:30,雨花台区,经济因素,负面,31,2
"下雨天挤地铁真是够呛,全身都湿了。",2023-07-12 08:15:33,鼓楼区,社会动态,负面,4,4
"今天参加了马拉松比赛，沿途市民们的加油声真是暖心！",2023-11-12 09:20:14,建邺区,社会动态,正面,6,6
"自行车乱停乱放,影响市容。",2023-04-29 17:30:29,鼓楼区,城市交通,负面,47,7
"夫子庙的3D光影秀太震撼了，科技与传统的完美结合。",2023-04-29 20:30:27,秦淮区,文化遗产,正面,8,6
"早起跑步的人不少,挺好的。",2023-06-25 07:10:18,玄武区,社会动态,正面,7,7
"参加了今年的马拉松，沿途风景美如画，跑友们也很给力！",2023-11-26 09:30:18,建邺区,社会动态,正面,7,7
"新开的商场很气派，购物环境很好，逛起来很舒服。",2023-05-08 17:40:36,建邺区,经济因素,正面,5,5
"共享单车乱停乱放，有些路段根本无法通行。",2023-10-03 10:00:43,鼓楼区,城市交通,负面,7,4
"小区里有人遛狗不牵绳子,太危险了。养狗人士要负起责任啊。",2023-06-19 09:20:51,建邺区,社会动态,负面,4,4
"楼下的装修噪音太大了,严重影响工作。希望能体谅一下邻居。",2023-08-07 11:40:37,建邺区,社会动态,负面,9,9
"地铁站的电扶梯经常故障,上下楼很不方便。",2023-10-17 19:05:41,鼓楼区,建成环境,负面,11,3
"公交专用道被占现象严重，公交车难以准点。",2023-09-13 07:15:41,建邺区,城市交通,负面,7,3
"新的共享单车很好骑，希望大家也能爱护公共设施。",2023-06-30 16:40:18,建邺区,城市交通,正面,17,4
"楼下饭店油烟味太重,影响生活。",2023-04-08 19:55:37,秦淮区,社会动态,负面,13,13
"新开的博物馆很有特色,了解了不少本地历史。",2023-06-16 13:10:51,秦淮区,文化遗产,正面,5,5
"非遗文化节上的皮影戏表演太精彩了，传统艺术魅力十足。",2023-10-15 14:25:53,玄武区,文化遗产,正面,10,8
"新开的公园很漂亮,环境不错。",2023-05-02 14:10:36,江宁区,自然环境,正面,14,6
"江景房价格又涨了，普通人真是住不起啊。房价何时才能回归理性？",2023-06-14 20:33:09,建邺区,经济因素,负面,8,7
"小区里的套牌车越来越多，安全隐患大。",2023-06-28 11:50:27,雨花台区,社会动态,负面,2,2
"路过玄武门，古城墙巍峨壮观，忍不住驻足欣赏了好久。",2023-10-03 11:15:39,玄武区,文化遗产,正面,12,12
"玄武湖的荷花开了，粉白相间，煞是好看。周末带相机去拍照！",2023-07-09 16:30:42,玄武区,自然环境,正面,4,4
"新开的体育馆设施很齐全。",2023-09-28 17:40:14,雨花台区,建成环境,正面,7,7
"老城区的文创店越来越多，年轻人的新宠。",2023-10-08 14:40:53,秦淮区,经济因素,正面,7,5
"今天去了趟动物园,新增了不少动物。",2023-04-01 15:10:38,玄武区,社会动态,正面,7,7
"小区里有人半夜遛狗,吵得睡不着觉。文明养狗真的很重要。",2023-09-09 23:55:46,雨花台区,社会动态,负面,12,4
"公交车专用道经常被占用,影响通行效率。",2023-11-22 07:30:29,鼓楼区,城市交通,负面,8,1
"今天去参加了一场音乐会,感觉身心都得到了放松。要多参与文化活动。",2023-06-11 21:40:52,建邺区,文化遗产,正面,19,18
"今天上班路上又堵车了,真是烦躁。什么时候能解决交通问题啊?",2023-03-15 08:30:27,鼓楼区,城市交通,负面,2,2
"秦淮河畔的灯光秀太美了，古今交融的视觉盛宴。",2023-06-06 20:50:36,秦淮区,文化遗产,正面,12,11
"新建的市民中心很漂亮,办事也方便了。",2023-05-27 09:45:58,建邺区,建成环境,正面,2,2
"主城区的交通拥堵越来越严重,上下班太痛苦了。",2023-06-14 08:40:32,玄武区,城市交通,负面,22,4
"新建的科技馆很有意思,孩子们都很喜欢。",2023-06-05 14:25:19,建邺区,建成环境,正面,8,8
"听说紫金山顶的观景台重新开放了，改天一定要去看看，据说视野超棒！",2023-04-06 17:55:29,玄武区,自然环境,中性,40,4
"今天参加了社区举办的读书会,收获颇丰。这种活动要多搞。",2023-08-17 19:25:13,秦淮区,社会动态,正面,41,36
"今天去了老门东，小吃一条街真是让人流连忘返啊！",2023-11-09 12:15:39,秦淮区,文化遗产,正面,2,2
"地铁上有人让座,挺暖心的。",2023-10-05 18:05:22,建邺区,社会动态,正面,17,17
"主城区的停车费涨得太离谱了。",2023-05-20 17:15:33,鼓楼区,经济因素,负面,5,5
"今天公司团建去爬山了,虽然累但很开心。工作之余亲近大自然挺好。",2023-11-19 18:25:13,玄武区,社会动态,正面,8,8
"新的垃圾分类政策执行不到位,很多人还是不分类。",2023-05-16 08:10:28,雨花台区,社会动态,负面,9,3
"主城区的游客越来越多，生活节奏变快了。",2023-04-11 09:25:43,鼓楼区,社会动态,中性,12,6
"今天参加了社区运动会,挺有意思的。",2023-04-22 16:30:27,江宁区,社会动态,正面,30,4
"新开的农贸市场环境不错，买菜方便多了。",2023-09-07 07:10:52,江宁区,社会动态,正面,6,6
"地铁高峰期限流措施影响出行,希望能增加班次。",2023-04-26 08:55:21,玄武区,城市交通,负面,6,6
"路边摊占道经营,影响交通。",2023-03-13 18:40:51,秦淮区,城市交通,负面,8,8
"参加了运河边的帆船比赛,感受到了水上运动的魅力。",2023-11-05 16:50:39,栖霞区,社会动态,正面,15,3
"参加了市民文化节,节目很丰富。",2023-10-01 16:15:27,玄武区,文化遗产,正面,16,2
"公园里晨跑的人真不少,挺好的。",2023-04-12 06:35:17,玄武区,社会动态,正面,15,12
"创新街区的咖啡馆氛围真好，坐在这里办公感觉灵感都来了！",2023-08-17 14:40:33,建邺区,社会动态,正面,3,3
"今天下班看到有人闯红灯,真是太危险了。大家都要遵守交规啊。",2023-05-17 18:10:53,鼓楼区,城市交通,负面,8,5
"城市书房24小时开放真是太棒了，读书环境很好。",2023-11-17 22:00:18,玄武区,文化遗产,正面,34,8
"逛了逛新开的步行街，店铺很有特色，逛街体验不错。",2023-07-27 18:55:23,秦淮区,经济因素,正面,8,1
"今天的樱花开得正艳，整个公园粉红一片，太美了！",2023-04-02 15:15:23,玄武区,自然环境,正面,1,1
"楼下的夜宵摊太吵了,影响休息。",2023-08-08 23:35:41,秦淮区,社会动态,负面,5,4
"古城墙根的咖啡店很有格调，文艺青年的最爱。",2023-04-02 16:40:58,玄武区,文化遗产,正面,6,1
"地铁站闸机常发生故障，上下班高峰很受影响。",2023-08-08 08:45:52,鼓楼区,城市交通,负面,6,2
"紫金山的樱花开了,周末去看看。",2023-03-18 16:10:53,玄武区,自然环境,正面,7,1
"城市阳台改造后很漂亮，视野开阔，市民们都喜欢。",2023-04-26 17:55:36,江宁区,建成环境,正面,3,3
"城市建设速度真快，新的商业中心看起来很气派。希望能带动经济发展。",2023-05-30 13:10:28,浦口区,建成环境,正面,2,2
"路边的共享单车乱停乱放,影响市容。大家要文明用车啊。",2023-06-28 16:50:39,建邺区,城市交通,负面,13,8
"小区物业服务态度差,很不满意。",2023-09-01 10:15:42,雨花台区,社会动态,负面,20,2
